OJ,Problem Number,Problem Title,AC Users,Try Users,AC Submission,All Submission
HDU,2252,The dress rehearsal of opening ceremony,0,,0,52
HDU,2251,ShaDan’  Problem,2,,2,95
HDU,2253,Longest Common Subsequence Again,41,,46,659
HDU,2250,贪心的孩子,18,,28,317
HDU,2249,最小费用狗,17,,25,143
HDU,2247,考研路茫茫——劳逸结合,4,,5,1418
HDU,2248,纷菲幻剑录 之 十年一剑,64,,355,698
HDU,2245,考研路茫茫——复习进度,13,,23,246
HDU,2246,考研路茫茫——考试大纲,99,,119,558
HDU,2243,考研路茫茫——单词情结,784,,2004,5930
HDU,2242,考研路茫茫——空调教室,440,,1084,3542
HDU,2244,考研路茫茫——辅导班,25,,42,158
HDU,2241,考研路茫茫——早起看书,145,,249,902
HDU,2239,机器人的项链,64,,90,415
HDU,2240,考研路茫茫——人到大四,23,,30,667
HDU,2235,机器人的容器,46,,73,377
HDU,2234,无题I,301,,718,1820
HDU,2236,无题II,382,,833,1831
HDU,2237,无题III,17,,22,152
HDU,2233,机器人的旅行,111,,139,261
HDU,2232,机器人的舞蹈,162,,217,422
HDU,2231,I can do it better,0,,0,62
HDU,2230,"This time, two, not one",0,,0,95
HDU,2228,Same or not,34,,39,109
HDU,2229,Water channels,27,,43,262
HDU,2227,Find the nondecreasing subsequences,436,,800,2111
HDU,2225,The nearest fraction,64,,148,719
HDU,2226,Stars,1,,3,152
HDU,2223,Visit relatives,9,,11,148
HDU,2224,The shortest path,367,,776,1512
HDU,2221,Weak Number Recognition,3,,9,96
HDU,2220,Encode the tree,58,,63,167
HDU,2219,God's Birthday,65,,82,358
HDU,2222,Keywords Search,6261,,22670,67372
HDU,2238,机器人的舞蹈II,56,,79,227
HDU,2218,Don't be angry,259,,301,578
HDU,2216,Game III,346,,566,1871
HDU,2217,Visit,225,,384,1199
HDU,2215,Maple trees,387,,666,2152
HDU,2214,函数图像,79,,93,424
HDU,2213,Save XX,115,,154,664
HDU,2211,杀人游戏,663,,1375,4012
HDU,2210,化学方程式,5,,5,301
HDU,2212,DFS,3665,,5560,9094
HDU,2209,翻纸牌游戏,747,,1429,3795
HDU,2208,唉，可爱的小朋友,291,,431,1457
HDU,2207,IP的计算（二）,306,,394,952
HDU,2206,IP的计算,2002,,2912,13559
HDU,2205,又见回文,162,,231,498
HDU,2204,Eddy's爱好,508,,1250,2655
HDU,2202,最大三角形,876,,1606,4395
HDU,2203,亲和串,3984,,6841,15494
HDU,2201,熊猫阿波的故事,4692,,5571,7358
HDU,2200,Eddy's AC难题,2279,,2850,5982
HDU,2399,GPA,1943,,2678,4572
HDU,2397,Unique Words,65,,84,539
HDU,2398,Savings Account,799,,918,1282
HDU,2396,Dominoes,75,,109,464
HDU,2395,Alarm Clock,197,,256,504
HDU,2394,Johnny and the Quadratic Equation,38,,75,199
HDU,2392,Robotic Invasion,21,,45,315
HDU,2391,Filthy Rich,896,,1588,3575
HDU,2393,Higher Math,1602,,1967,3721
HDU,2390,Olympic Games,317,,429,927
HDU,2389,Rain on your Parade,628,,1558,4742
HDU,2387,Online Shopping,66,,72,231
HDU,2388,Playground Hideout,118,,169,447
HDU,2385,Stock,99,,167,363
HDU,2383,Hiking,23,,30,118
HDU,2381,Splitting the Loot,26,,42,211
HDU,2386,Dart Challenge,165,,212,434
HDU,2384,Ranking,79,,98,270
HDU,2382,Pachinko,61,,87,195
HDU,2379,Dice Password Security,58,,89,253
HDU,2378,Cutting Banknotes,65,,89,192
HDU,2377,Bus Pass,297,,474,1119
HDU,2376,Average distance,195,,387,1074
HDU,2375,Help Bob,94,,164,390
HDU,2373,Forest,17,,26,130
HDU,2374,A Game with Marbles,545,,680,1211
HDU,2371,Decode the Strings,250,,326,971
HDU,2372,El Dorado,225,,299,595
HDU,2369,Broken Keyboard,279,,362,925
HDU,2370,Convert Kilometers to Miles,363,,473,717
HDU,2367,Herbert,37,,45,163
HDU,2368,Alfredo's Pizza Restaurant,1059,,1571,2692
HDU,2366,Space,23,,33,269
HDU,2365,Settling Salesman Problem,6,,14,129
HDU,2364,Escape,285,,490,1161
HDU,2363,Cycling,264,,519,1522
HDU,2361,Bonus Word,4,,7,59
HDU,2362,Contest,34,,44,201
HDU,2359,The Final Countdown,39,,42,172
HDU,2358,Another Version of the Truth,25,,48,212
HDU,2360,Word Ladder,46,,71,364
HDU,2356,Rout 66,120,,137,478
HDU,2357,Schottkey 7th Path,15,,16,111
HDU,2355,The Sidewinder Sleeps Tonite,34,,38,161
HDU,2354,Another Brick in the Wall,136,,172,417
HDU,2353,The Screen Behind the Mirror,12,,18,89
HDU,2352,Verdis Quo,723,,1018,1385
HDU,2342,Walk,11,,11,132
HDU,2351,One is an Interesting Number,105,,129,521
HDU,2340,Obfuscation,65,,103,433
HDU,2341,Tower Parking,51,,66,175
HDU,2339,Summits,30,,96,201
HDU,2337,Escape from Enemy Territory,96,,165,366
HDU,2335,Containers,56,,65,174
HDU,2333,Assemble,194,,312,835
HDU,2332,Hypertheseus,9,,9,67
HDU,2334,March of the Penguins,60,,75,174
HDU,2331,Soccer Tournament,2,,2,153
HDU,2327,Geometric Shapes,36,,42,82
HDU,2329,"Money Money Money, Must Be Funny",6,,6,50
HDU,2328,Corporate Identity,250,,730,1910
HDU,2324,Catch the Bus!,5,,5,84
HDU,2326,Roman Expressions,12,,12,89
HDU,2323,Honeycomb Walk,102,,156,329
HDU,2322,Random Walking,0,,0,129
HDU,2320,Traveling Salesman,9,,12,87
HDU,2321,Whac-a-Mole,21,,22,118
HDU,2319,Card Trick,121,,173,346
HDU,2318,Jezzball,5,,5,51
HDU,2315,Shoot-out,6,,7,84
HDU,2314,Dr. Podboq or: How We Became Asymmetric,3,,3,95
HDU,2317,Nasty Hacks,2608,,3069,3968
HDU,2316,Tour Guide,4,,4,53
HDU,2312,Cliff Climbing,66,,105,228
HDU,2311,Cut the Cake,18,,18,189
HDU,2310,Analyzing Login/Logout Records,41,,49,195
HDU,2309,ICPC Score Totalizer Software,1415,,1615,2344
HDU,2307,Necklace Decomposition,28,,29,155
HDU,2306,Kingdom,14,,30,189
HDU,2308,Playground,94,,128,367
HDU,2305,WorstWeather Ever,52,,130,344
HDU,2304,Electrical Outlets,2351,,2764,3151
HDU,2301,Funny Games,10,,13,212
HDU,2300,Crashing Robots,213,,250,668
HDU,2303,The Embarrassed Cryptographer,203,,347,1013
HDU,2499,Rotate to root,34,,66,155
HDU,2497,Pick up sticks,54,,89,340
HDU,2498,Digits,126,,144,340
HDU,2496,Moveable maze,4,,6,49
HDU,2494,Elevator,54,,72,454
HDU,2495,MC part deux,14,,20,64
HDU,2493,Timer,91,,154,538
HDU,2491,Priest John's Busiest Day,336,,579,1948
HDU,2492,Ping pong,978,,2045,5479
HDU,2490,Parade,231,,530,1148
HDU,2489, Minimal Ratio Tree,710,,1461,4603
HDU,2488,Tornado,40,,73,357
HDU,2487,Ugly Windows,411,,708,1705
HDU,2485,Destroying the bus stations,503,,1050,3153
HDU,2484,Build the Tower,17,,41,115
HDU,2486,A simple stone game,237,,400,676
HDU,2483,Counting square,350,,549,1032
HDU,2482,Transit search,218,,334,892
HDU,2479,Kingdoms,3,,4,75
HDU,2481,Toy,168,,377,710
HDU,2478,Slides,248,,392,1103
HDU,2480,Steal the Treasure,168,,249,843
HDU,2474,Process scheduling,341,,564,1644
HDU,2475,Box,355,,1045,3519
HDU,2477,Crop circles,58,,87,470
HDU,2476,String painter,849,,2239,4753
HDU,2473,Junk-Mail Filter,1296,,3060,9657
HDU,2472,Image Processing,2,,2,74
HDU,2471,History of Languages,149,,228,708
HDU,2469,Fire-Control System,210,,410,2269
HDU,2470,Get-Together at Stockholm,252,,358,749
HDU,2468,Experiment on a … “Cable”,45,,85,282
HDU,2467,Déjà vu,81,,216,1135
HDU,2465,Binary Integer,24,,40,139
HDU,2464,A Pair of Graphs,330,,475,856
HDU,2466,Cryptography Reloaded,120,,273,807
HDU,2463,USTC campus network,158,,280,734
HDU,2462,The Luckiest number,211,,524,1626
HDU,2460,Network,250,,574,2051
HDU,2461,Rectangles,357,,924,1756
HDU,2459,Maximum repetition substring,192,,382,1428
HDU,2457,DNA repair,681,,1463,2734
HDU,2458,Kindergarten,445,,703,1321
HDU,2455,Dividing Sea Area to Navigation-Triangle,0,,0,49
HDU,2456,Constellations,92,,208,941
HDU,2454,Degree Sequence of Graph G,630,,1164,2713
HDU,2453,Carrying Out A Task,102,,153,637
HDU,2452,Navy maneuvers,247,,370,931
HDU,2450,Searching Treasure in Deep Sea,0,,0,47
HDU,2451,Simple Addition Expression,460,,706,1767
HDU,2449,Gauss Elimination,184,,367,1369
HDU,2446,Shell Pyramid,698,,1451,4187
HDU,2448,Mining Station on the Sea,524,,1021,3303
HDU,2447,K-dimension number,151,,365,1523
HDU,2445,Little White's Explore,0,,0,34
HDU,2444,The Accomodation of Students,1337,,3185,7129
HDU,2442,Bricks,129,,226,526
HDU,2441,ACM(Array Complicated Manipulation),102,,147,610
HDU,2439,The Mussels,171,,253,539
HDU,2443,Counter Strike,171,,242,787
HDU,2440,Watch out the Animal,143,,250,481
HDU,2438,Turn the corner,731,,1439,3458
HDU,2437,Jerboas,279,,524,1925
HDU,2436,Collision Detection,259,,408,1312
HDU,2435,There is a war,199,,367,1190
HDU,2434,Let's play UNO,27,,33,218
HDU,2432,Farey Sequence Again,109,,139,508
HDU,2433,Travel,517,,1118,3258
HDU,2430,Beans,219,,435,1446
HDU,2431,Counting Problem,232,,304,559
HDU,2428,Stars,408,,617,1788
HDU,2429,Word Game,199,,296,1100
HDU,2424,Gary's Calculator,209,,292,1201
HDU,2425,Hiking Trip,509,,798,1732
HDU,2426,Interesting Housing Problem,578,,1235,3471
HDU,2427,Judges's Final Problem,3,,4,91
HDU,2423,Find A Way,3,,34,254
HDU,2422,Essay Scoring System,1,,1,75
HDU,2421,Deciphering Password,345,,606,2174
HDU,2420,Cube and Caterpillar,4,,5,127
HDU,2418,Another Easy Problem,100,,150,847
HDU,2417,Kadj Squares,54,,67,268
HDU,2419,Boring Game,122,,270,1144
HDU,2416,Treasure of the Chimp Island,159,,235,507
HDU,2415,Bribing FIPA,176,,272,744
HDU,2414,Chessboard Dance,108,,125,292
HDU,2413,Against Mammoths,106,,200,598
HDU,2412,Party at Hali-Bula,525,,933,2585
HDU,2411,Calculating Taxi Fare,16,,22,191
HDU,2410,Barbara Bennett's Wild Numbers,171,,241,523
HDU,2408, String Equations,9,,31,200
HDU,2407,Knots,203,,250,364
HDU,2406,Doors and Penguins,32,,48,171
HDU,2409,Team Arrangement,114,,155,419
HDU,2404,Permutation Recovery,326,,395,601
HDU,2405,Marbles in Three Baskets,62,,77,260
HDU,2403,Human Knot,10,,15,71
HDU,2401,Baskets of Gold Coins,1259,,1535,2535
HDU,2402,Toothpick Arithmetic,82,,111,363
HDU,2400,Bridge Bidding,21,,34,143
HDU,2599,The Dreadful Seven,135,,181,446
HDU,2598,Manipulating the Power Square,94,,110,276
HDU,2596,Collecting Forest Wildlife,5,,7,94
HDU,2597,Sorted Trail Map,67,,95,402
HDU,2593,Pirates’ Code,89,,103,192
HDU,2595,Crowded Forest Wildlife,3,,3,73
HDU,2591,Distance,3,,6,80
HDU,2594,Simpsons’ Hidden Talents,1405,,3501,10092
HDU,2592,Candidate superkey,1,,1,91
HDU,2590,Building roads,24,,24,155
HDU,2589,正方形划分,163,,265,484
HDU,2588,GCD,697,,1252,2436
HDU,2586,How far away ？,2405,,6878,17744
HDU,2587,很O_O的汉诺塔,85,,129,734
HDU,2585,Hotel,203,,336,634
HDU,2583,permutation,160,,184,313
HDU,2582,f(n),261,,383,631
HDU,2581,Bomb the Bridge,47,,59,212
HDU,2584,Unversity Rankings,62,,87,230
HDU,2580,a simple stone game,189,,254,358
HDU,2579,Dating with girls(2),559,,1183,4003
HDU,2578,Dating with girls(1),647,,1570,4895
HDU,2576,Another Sum Problem,392,,624,2179
HDU,2577,How to Type,1771,,3281,7237
HDU,2574,Hdu Girls' Day,313,,621,1983
HDU,2575,Count Problem,383,,517,882
HDU,2573,Typing,535,,745,1211
HDU,2571,命运,3437,,7110,20407
HDU,2572,终曲,548,,707,2152
HDU,2569,彼岸,2231,,2710,4645
HDU,2568,前进,4658,,5905,7649
HDU,2570,迷瘴,1781,,2958,8614
HDU,2567,寻梦,4951,,6678,8931
HDU,2565,放大的X,3557,,4658,14471
HDU,2566,统计硬币,3817,,5593,8183
HDU,2564,词组缩写,3754,,4949,15296
HDU,2559,Garbage collecting station,0,,0,143
HDU,2563,统计问题,3378,,5350,9034
HDU,2560,Buildings,2666,,3276,3927
HDU,2562,奇偶位互换,4950,,6036,8009
HDU,2561,第二小整数,5271,,7181,11647
HDU,2558,Cutting trees,0,,0,85
HDU,2556,Simple Desk Calculator,34,,47,170
HDU,2557,Jumping the Queue ,35,,46,218
HDU,2555,人人都能参加第30届校田径运动会了,968,,1207,3384
HDU,2554,N对数的排列问题,1143,,1431,1933
HDU,2552,三足鼎立,1805,,2468,4294
HDU,2551,竹青遍野,3042,,3746,6734
HDU,2553,N皇后问题,4526,,11490,25849
HDU,2550,百步穿杨,3253,,4153,11148
HDU,2549,壮志难酬,3453,,4426,13281
HDU,2548,两军交锋,3490,,4508,6827
HDU,2547,无剑无我,3044,,3582,5653
HDU,2543,飞镖,9,,13,211
HDU,2545,树上战争,401,,675,1187
HDU,2542,补兵,104,,142,575
HDU,2546,饭卡,4862,,11432,33060
HDU,2541,棒球防守,8,,9,101
HDU,2540,遮挡判断,320,,441,1321
HDU,2544,最短路,8932,,30809,70474
HDU,2539,点球大战,1158,,1376,3405
HDU,2538,确定排名,33,,35,202
HDU,2536,Winner and loser,2,,2,65
HDU,2537,8球胜负,2722,,3377,5728
HDU,2535,Vote,2685,,3351,6332
HDU,2533,Mine,19,,34,315
HDU,2534,Score,524,,627,1352
HDU,2531,Catch him,313,,499,1112
HDU,2532,Engine,97,,181,814
HDU,2530,Bitland,10,,14,92
HDU,2529,Shot,683,,870,1471
HDU,2528,Area,117,,181,540
HDU,2527,Safe Or Unsafe,649,,1157,2826
HDU,2523,SORT AGAIN,1581,,2021,6390
HDU,2526,浪漫手机,499,,655,1475
HDU,2525,Clone Wars,113,,145,565
HDU,2522,A simple problem,1203,,1865,4958
HDU,2521,反素数,3197,,4131,6892
HDU,2524,矩形A + B,4536,,6046,7965
HDU,2519,新生晚会,4177,,5121,14859
HDU,2518,Dominoes,86,,103,206
HDU,2517,棋盘分割,234,,314,637
HDU,2516,取石子游戏,2202,,3594,5940
HDU,2513,Cake slicing,107,,157,318
HDU,2512,一卡通大冒险,1174,,1692,2496
HDU,2514,Another Eight Puzzle,416,,699,1092
HDU,2515,Yanghee 的算术,502,,648,927
HDU,2511,汉诺塔 X,409,,673,1072
HDU,2510,符号三角形,703,,1113,2204
HDU,2509,Be the Winner,1442,,2199,3945
HDU,2504,又见GCD,5827,,8468,20201
HDU,2503,a/b + c/d,6198,,7970,15242
HDU,2500,做一个正气的杭电人,8588,,10028,12682
HDU,2501,Tiling_easy version,4973,,6638,8619
HDU,2502,月之数,5206,,6388,10858
HDU,2520,我是菜鸟，我怕谁,5310,,6588,11405
HDU,2699,Five in a Row,131,,171,379
HDU,2697,WOJ,79,,92,210
HDU,2698,URL,115,,149,519
HDU,2693,3D Camera ,8,,13,141
HDU,2694,Cipher ,20,,21,65
HDU,2695,Molecular Weight Calculator ,15,,20,161
HDU,2696,Battle of Submarines,17,,21,118
HDU,2692,Ball ,2,,2,61
HDU,2690,Boys and girls,240,,315,1081
HDU,2689,Sort it,2121,,3400,4884
HDU,2691,2-Dimensional Rubik's Cube,66,,124,416
HDU,2688,Rotate,339,,805,4366
HDU,2685,I won't tell you this is about number theory,174,,214,610
HDU,2687,Matrix Rotation,182,,248,528
HDU,2686,Matrix,690,,1402,2639
HDU,2684,Astar,8,,14,47
HDU,2682,Tree,524,,939,3035
HDU,2683,TCE-frep number system,61,,84,407
HDU,2680,Choose the best route,2113,,4994,15428
HDU,2681,MM Programming Club,86,,113,431
HDU,2679,Bloxorz,81,,103,383
HDU,2676,Circle,1,,1,144
HDU,2677,Dota all stars,213,,326,1121
HDU,2678,TimeLimit,39,,85,326
HDU,2675,Equation Again,247,,595,1815
HDU,2673,shǎ崽 OrOrOrOrz,2758,,4297,9045
HDU,2674,N！Again,2069,,3020,5706
HDU,2672,god is a girl,574,,710,1516
HDU,2671,Can't be easier,299,,375,820
HDU,2670,Girl Love Value,355,,520,901
HDU,2669,Romantic,1455,,3131,7406
HDU,2668,Daydream,374,,598,1939
HDU,2666,Language,2,,2,102
HDU,2667,SpaceStation,3,,7,58
HDU,2665,Kth number,1571,,3782,12427
HDU,2663,Tetrahedroid,24,,30,117
HDU,2664,Harry Potter and His Magic Scroll,3,,3,99
HDU,2662,Coin,467,,616,1191
HDU,2661,BrokenLED,130,,205,514
HDU,2659,Cheat,18,,19,119
HDU,2660,Accepted Necklace,847,,1568,3937
HDU,2658,Firebirds' Logic Nation,3,,4,53
HDU,2657,Word Game,13,,14,65
HDU,2656,Counting Game,63,,91,208
HDU,2655,Counting Triangles,9,,11,191
HDU,2654,Become A Hero,54,,68,256
HDU,2652,Warching TV,118,,184,455
HDU,2651,Spring festival couplets,95,,150,284
HDU,2653,Waiting ten thousand years for Love,212,,370,1145
HDU,2650,A math problem,87,,123,258
HDU,2649, A symmetrical sequence,9,,17,82
HDU,2648,Shopping,567,,1246,3363
HDU,2647,  Reward,1425,,3161,9899
HDU,2643,Rank,187,,313,618
HDU,2646,Expression,48,,71,263
HDU,2644,Escape,3,,3,68
HDU,2645,find the nearest station ,179,,256,428
HDU,2642,Stars,576,,858,2012
HDU,2640,Toy bricks,113,,191,509
HDU,2641,Level up,12,,12,108
HDU,2639,Bone Collector II,1289,,2704,5125
HDU,2638,Greed is good,51,,54,110
HDU,2637,Easy Derivative ,406,,433,764
HDU,2636,Installing Software,198,,206,413
HDU,2634,Doing Physics Experiment,518,,563,1059
HDU,2635,Linux Kernel Version,129,,135,375
HDU,2630,Watch Channel[V],299,,327,582
HDU,2633,Getting Driving License,66,,78,347
HDU,2632,Samuel's NOKIA N73,260,,297,507
HDU,2631,Lead A Healthy Life,198,,207,340
HDU,2628,Samuel's Hope,288,,301,825
HDU,2629,Identity Card,1227,,1643,4293
HDU,2627,Life,357,,412,655
HDU,2626,Samuel's Schedule,295,,375,907
HDU,2625,Say love to you once again,31,,49,1020
HDU,2624,Thanks for your love,7,,7,104
HDU,2623,Tears of lonely star,9,,10,86
HDU,2621,Cry，men，not crime,121,,163,922
HDU,2622,Everyone is No.1,30,,33,85
HDU,2619,Love you Ten thousand years,53,,58,147
HDU,2620,Ice Rain,82,,113,254
HDU,2618,If You are my legend,25,,34,107
HDU,2615,Division,31,,75,233
HDU,2616,Kill the monster,662,,1122,1644
HDU,2613, Hero,3,,4,334
HDU,2614,Beat,609,,1100,1845
HDU,2612,Find a way,1792,,5489,17052
HDU,2617,Happy 2009,789,,1098,3333
HDU,2611,Sequence two,181,,292,780
HDU,2610,Sequence one,217,,323,782
HDU,2609,How many,574,,1360,3124
HDU,2608,0 or 1,769,,1119,3895
HDU,2607,Let the Balloon Rise II,69,,102,286
HDU,2606,Renovation Problem,190,,227,692
HDU,2605,Snake,14,,45,232
HDU,2604,Queuing,1351,,2669,6128
HDU,2603,Wiskey's Power,315,,408,872
HDU,2600,War,738,,1167,3243
HDU,2602,Bone Collector,10853,,27819,66651
HDU,2601,An easy problem,1470,,2548,10091
HDU,2798,Cai In,23,,36,244
HDU,2796,Coin Piles,50,,75,177
HDU,2799,Chess,5,,6,59
HDU,2797,Doors And Preguins,10,,16,123
HDU,2793,Sum of Tribonacci Numbers ,86,,127,341
HDU,2794,Match,16,,27,141
HDU,2792,Tree Insertions,29,,64,215
HDU,2791,Government Help,68,,83,189
HDU,2790,Safe Gambling,11,,15,75
HDU,2795,Billboard,3992,,10070,24506
HDU,2789,Wooden Fence,25,,31,144
HDU,2788,Stock Exchange,83,,102,274
HDU,2787,Careful Declaration,12,,14,164
HDU,2784,Alea iacta est,4,,6,43
HDU,2786,International Collegiate Programming Contest,9,,14,91
HDU,2785,On-Line Banking,67,,97,379
HDU,2783,You’ll be Working on the Railroad,44,,76,314
HDU,2782,The Worm Turns,215,,419,1111
HDU,2780,Su-Su-Sudoku,257,,338,737
HDU,2781,Tanks a Lot,29,,50,230
HDU,2779,Party Party Party,184,,256,702
HDU,2778,LCR,59,,72,438
HDU,2776,Bordering on Madness,3,,3,45
HDU,2773,White Water Rafting,116,,196,402
HDU,2775,Videopoker,32,,57,189
HDU,2774,Shuffle,68,,113,329
HDU,2771,Sculpture,58,,79,262
HDU,2772,Matchsticks,223,,345,898
HDU,2770,Easy Climb,76,,145,396
HDU,2769,Disgruntled Judge,148,,225,467
HDU,2768,Cat vs. Dog,545,,889,2288
HDU,2767,Proving Equivalences,1195,,2625,7555
HDU,2766,Equilibrium Mobile,118,,198,743
HDU,2765,Recursively Palindromic Partitions,103,,114,217
HDU,2764,Joe’s Triangular Gardens,4,,4,50
HDU,2763,The Two Note Rag,37,,39,122
HDU,2762,Area of Polycubes,68,,79,184
HDU,2761,Extended Normal Order Sort,20,,23,183
HDU,2759,Zerg Rush!!!,8,,8,90
HDU,2760,Scrolling Sign,64,,73,160
HDU,2757,Ocean Currents,311,,663,1883
HDU,2758,Colliding Traffic,10,,12,116
HDU,2755,Logo 2,43,,55,224
HDU,2756,Unique Snowflakes,107,,187,448
HDU,2753,Exact Change,116,,198,612
HDU,2740,Root of the Problem,554,,616,1119
HDU,2751,Cranes,50,,68,306
HDU,2739,Go Go Gorelians,38,,59,135
HDU,2752,WiFi,79,,121,370
HDU,2738,Frugal Search,40,,43,121
HDU,2737,Falling Ice,7,,9,52
HDU,2736,Surprising Strings,301,,351,514
HDU,2735,Linear Pachinko,73,,84,168
HDU,2732,Leapin' Lizards,533,,1251,3050
HDU,2733,Netiquette,72,,86,235
HDU,2734,Quicksum,2393,,3036,4184
HDU,2754,Dominos 2,71,,88,293
HDU,2731,Consecutive Digits,81,,82,135
HDU,2730,Painter,59,,71,129
HDU,2729,Time to Graduate,24,,36,99
HDU,2728,Copier Reduction,241,,262,495
HDU,2726,Overflowing Bookshelf,72,,91,193
HDU,2725,Rock Skipping,84,,90,198
HDU,2727,Connect,38,,44,132
HDU,2724,Guard,4,,4,108
HDU,2723,Electronic Document Security,114,,131,249
HDU,2722,Here We Go(relians) Again,378,,620,1254
HDU,2721,Persistent Bits,159,,197,335
HDU,2719,The Seven Percent Solution,1531,,1825,2534
HDU,2716,Message Decowding,512,,639,1324
HDU,2718,Typesetting,11,,14,99
HDU,2715,Herd Sums,344,,460,908
HDU,2717,Catch That Cow,2388,,4880,16299
HDU,2714,ISBN,413,,488,1531
HDU,2712,The Cow Lineup,77,,106,231
HDU,2713,Jumping Cows,258,,348,777
HDU,2711,Lost Cows,276,,374,758
HDU,2710,Max Factor,1750,,3087,9363
HDU,2708,Vertical Histogram,677,,1277,5213
HDU,2709,Sumsets,874,,1242,3123
HDU,2707,Steganography,189,,240,691
HDU,2706,Line & Circle Maze,8,,10,94
HDU,2705,Serial Numbers,28,,33,177
HDU,2704,Bulletin Board,68,,78,173
HDU,2702,Hex Tile Equations,42,,45,130
HDU,2703,The Bridges of San Mochti,50,,56,138
HDU,2701,Lampyridae Teleportae,116,,142,291
HDU,2700,Parity,2837,,3827,5101
HDU,2777,Jack of All Trades,12,,16,193
HDU,2898,旋转,175,,271,391
HDU,2899,Strange fuction,2348,,5543,8063
HDU,2895,Edit distance ,200,,320,744
HDU,2896,病毒侵袭,2576,,6765,29410
HDU,2897,邂逅明下,1219,,2277,4862
HDU,2894,DeBruijin,337,,525,904
HDU,2893,cube,38,,83,412
HDU,2891,addHP,87,,143,501
HDU,2892,area,190,,368,930
HDU,2890,Longest Repeated subsequence,116,,204,1008
HDU,2889,Without Zero,168,,210,493
HDU,2888,Check Corners,539,,1149,3185
HDU,2887,Watering Hole,89,,149,648
HDU,2885,Drr1 Numbers,37,,49,116
HDU,2886,Lou 1 Zhuang,125,,155,366
HDU,2884,Orefield Design,29,,43,214
HDU,2883,kebab,435,,881,1990
HDU,2882,The k-th String sequence,14,,41,100
HDU,2880,Ingredient,17,,25,205
HDU,2881,Jack's struggle,269,,524,1497
HDU,2878,Great World of Goo,36,,64,186
HDU,2879,HeHe,232,,439,1308
HDU,2877,Florid Banner,53,,87,541
HDU,2875,DNA Sequence,12,,16,81
HDU,2876,"Ellipse, again and again",215,,276,672
HDU,2873,Bomb Game,219,,349,693
HDU,2874,Connections between cities,1049,,2818,12114
HDU,2872,Another Snake,78,,122,434
HDU,2871,Memory Control,643,,1600,6702
HDU,2870,Largest Submatrix,747,,1279,2607
HDU,2869,Paper Cutting Game,112,,157,278
HDU,2868,Neighbor Friend,87,,132,338
HDU,2865,Birthday Toy,202,,416,798
HDU,2864, “Base B”,111,,153,294
HDU,2866,Special Prime,191,,284,534
HDU,2867,Continuous Digit,17,,19,104
HDU,2863,Top Shooter,136,,192,558
HDU,2862,The Crazy O2jamer,15,,18,68
HDU,2861,Stools,196,,287,708
HDU,2860,Regroup,206,,339,1221
HDU,2859,Phalanx,358,,1022,2078
HDU,2858,Oil on the Mars,31,,62,356
HDU,2857,Mirror and Light ,393,,534,1227
HDU,2856, Find Its Place,53,,90,1035
HDU,2855,Fibonacci Check-up,582,,871,1519
HDU,2852,KiKi's K-Number,852,,1910,4220
HDU,2854,Central Meridian Number,300,,400,646
HDU,2850,Load Balancing,279,,445,1124
HDU,2853,Assignment,446,,777,1482
HDU,2851,Lode Runner,280,,452,891
HDU,2849,For Kisses,15,,26,277
HDU,2848,Number Cutting Game,106,,190,533
HDU,2847,Binary String,163,,285,860
HDU,2846,Repository,911,,1909,5755
HDU,2845,Beans,1265,,2422,5204
HDU,2843,I Will Win,188,,260,438
HDU,2842,Chinese Rings,435,,641,1102
HDU,2844,Coins,2616,,6489,16346
HDU,2840, Self-Replicating Numbers,63,,68,193
HDU,2841, Visible Trees,612,,1525,3456
HDU,2839,Game,3,,3,54
HDU,2838,Cow Sorting,734,,1342,3822
HDU,2836,Traversal,216,,391,982
HDU,2835,Operating system,147,,271,816
HDU,2837,Calculation,281,,670,2768
HDU,2834,Girl Friend II,37,,49,151
HDU,2833,WuKong,350,,731,1935
HDU,2832,Snail’s trouble,335,,488,953
HDU,2830,Matrix Swapping II,799,,1402,2105
HDU,2831,Plants VS Zombies,229,,316,723
HDU,2827,The Evaluation of Determinant,171,,336,1156
HDU,2828,Lamp,222,,429,1291
HDU,2826,The troubles of lmy,167,,248,703
HDU,2829,Lawrence,823,,2052,4491
HDU,2825,Wireless Password,839,,2283,6872
HDU,2824,The Euler function,1527,,3308,7933
HDU,2822,Dogs,593,,1149,3020
HDU,2821,Pusher,332,,603,1580
HDU,2823,The widest road,115,,304,1522
HDU,2820,Permutaion,57,,70,192
HDU,2819,Swap,635,,1418,3851
HDU,2817,A sequence of numbers,965,,1946,6051
HDU,2818,Building Block,881,,1844,5945
HDU,2814,Interesting Fibonacci,155,,298,1208
HDU,2815,Mod Tree,602,,1663,6717
HDU,2813,One fihgt one,429,,914,2806
HDU,2812,74LS00,278,,363,826
HDU,2816,I Love You Too,854,,1252,2119
HDU,2810,Hyperspace,37,,62,499
HDU,2811,Deputy General,113,,140,418
HDU,2809,God of War,274,,529,1416
HDU,2808,Islands,11,,21,229
HDU,2807,The Shortest Path,495,,1137,3405
HDU,2805,Aligning Two Shapes,0,,0,50
HDU,2806,Selecting Problems,84,,143,819
HDU,2804,Queens,167,,216,667
HDU,2803,The MAX,723,,1160,2603
HDU,2801,Clocks,0,,0,173
HDU,2802,F(N),1159,,1831,5114
